???????????????????????????????????????????????????,,,,,,?????? ? ?????? 23 ?.?. 2569,,,
??????????,??????,????,???????????????,??????????,???????,????????????,????????,??????,????????
KBSPIF,????????????????????????????????? ?????????????????,SET,????????,?????????????????????,?????? 1 ????????????????????? ???? 32 ?????????? ??????????? ??????? ?????????????,10120,0-2686-6100,0-2670-0430,http://www.kbspif.com
KC,?????? ??.??. ????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 1500/2 ???? 2 ??????????? 48/1 ??????????? ?????????????? ????????????? ?????????????,10310,0-2276-5924,0-2276-5924,http://www.kcproperty.co.th
KCAR,?????? ????????????????? ????? ??? ????? (?????),SET,?????????????,????????????????????,455/1 ???????????? 3 ??????????? ???????????? ?????????????,10120,0-2291-8888,0-2291-4488,http://www.krungthai.co.th
KCC,?????? ??? ???? ???????? ??????? ????? (?????),mai,?????????????,-,285/1 ?????????????????? ?????????????? ????????????? ?????????????,10310,0-2957-5600,0-2957-5601-2,http://kccholding.co.th/
KCE,?????? ?????? ????????????? ????? (?????),SET,?????????,??????????????????????,?????? 72-72/1-3 ??????????? 31 ???????????? ???????????? ?????????????,10520,0-2326-0196-9,0-2326-0300,www.kcethai.in.th
KCG,?????? ?????? ???????????? ????? (?????),SET,???????????????????????,???????????????????,3059-3059/1-3 ??????????? ?????????? ?????????? ?????????????,10260,0-2332-8040-7,-,www.kcgcorporation.com
KCM,?????? ??.??.????????? ????? (?????),mai,????????????????,-,567 ??????? 2 ?????????????? ?????????? ????????????????? ???????,40000,0-4330-6999,0-4330-6796,www.kcmetalsheet.co.th
KDH,?????? ?????? ???????? ????????? ????? (?????),SET,??????,????????,337 ????????? ?????????? ????????? ?????????????,10600,0-2438-0040-5,0-2438-5642,www.samitivejthonburi.com
KGEN,?????? ??? ??? ????? (?????),mai,??????,-,?????? 194 ?????????? ???????????? ??????????? ?????????????,10230,0-2056-9445,-,www.kinggen.co.th
KGI,???????????????? ?????? (?????????) ????? (?????),SET,?????????????,????????????????????,?????? 195 ??? ??????? ???????? 4 ???? 18-19 ???????? ??????????? ?????????? ?????????????,10330,0-2658-8888,0-2658-8000,http://www.kgieworld.co.th
KIAT,?????? ?????????? ????? ????? (?????),SET,??????,??????????????????,100 ??????? 3 ????????????? ????????????? ???????,11120,0-2501-7330-8,0-2501-7339,www.kiattana.co.th
KISS,?????? ??????? ????????????????? ????? (?????),SET,??????????????????,????????????????????????,"100/8, 100/51-54 ??????????????????? ?? ???? 12,19 ????????? 9 ???????????? ??????????? ?????????????",10310,0-2645-1155,-,http://www.rojukissinternational.com
KJL,?????? ???????? ?????????????? ????????? ????? (?????),mai,????????????????,-,?????? 61 ??? 61/5 ???? 8 ?????????????? ??????????? ?????????? ??????????????? ?????????,74110,0-2808-5000,-,https://www.kjl.co.th
KK,?????? ????????? ????????????? ??????????? ????? (?????),mai,??????,-,?????? 9/9 ??????? 5 ?????????? ???????????? ?????,90110,"0-7420-5288, 0-7420-5242",0-7420-5289,www.kandksuper.com
KKC,?????? ????????????? ????? (?????),SET,????????????????,?????????????????????????????,126 ??????????? 31 ??????????? ???????????? ???????????? ?????????????,10520,"0-2326-0831, 0-2739-4893","0-2326-0837, 0-2739-4892",www.kulthorn.com
KKP,?????????????????????? ????? (?????),SET,?????????????,??????,?????? 209 ??????????? ???????? ??????????? 21 (????) ???????????????? ???????? ?????????????,10110,0-2165-5555,-,https://bank.kkpfg.com/
KLINIQ,?????? ???????????? ????????????? ????? (?????),SET,??????,????????,?????? 9 ??????? ???????? ?????? ?????? 9 ??????? 12 North Wing ????????? 9 ???????????? ??????????? ?????????????,10310,08-8934-0679,-,https://www.theklinique.com
KOOL,?????? ????? ???????? ????? (?????),mai,??????,-,?????? 88/8 ????????????? ?????? ???????????? ???????? ????????? ?????????????,10500,-,-,www.clv.co.th
KPNREIT,????????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 63 ??????? 18 ?????????? 1802 ???????????????????? ???????? ??????????? ?????????? ?????????????,10330,0-2625-3166,-,http://www.kpnreit.com
KSL,?????? ????????????? ????? (?????),SET,???????????????????????,???????????????????,"????? ?? ??? ??? ???????? ???? 9, 503 ???????????? ???????????? ?????????? ?????????????",10400,0-2642-6229-39,0-2642-6097,www.kslgroup.com
KTB,????????????? ????? (?????),SET,?????????????,??????,35 ??????????? ???????????????? ???????? ?????????????,10110,0-2255-2222,0-2255-9391-6,https://krungthai.com
KTBSTMR,?????????????????????????????????????????????????????????????????? ??????????? ?????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 87/2 ????????????????????? ??????? 52 ??????????????? ???????? ??????????? ?????????? ?????????????,10330,0-2351-1803,-,www.ktbstmr.com
KTC,?????? ??????????? ????? (?????),SET,?????????????,????????????????????,"???????????????? 2 ???? 14, 591 ???????????????? ???????? ?????????????",10110,"0-2123-5000, 0-2123-5100",0-2828-5064,www.ktc.co.th
KTIS,?????? ???????? ????????????????? ?????? ???????????? ????? (?????),SET,???????????????????????,???????????????????,1/1 ??????? 14 ?????????? ?????????? ?????????,-,0-5633-8123-5,0-5633-8126,www.ktisgroup.com
KTMS,?????? ???? ??????? ???????? ????? (?????),mai,??????,-,95 ????????? 117 ???????????? ??????????? ?????????? ?????????????,10510,0-2517-0274,0-2517-0275,www.ktms.co.th
KUMWEL,?????? ?????? ???????????? ????? (?????),mai,????????????????,-,?????? 358 ????????????????????? ???????????? ????????????????? ???????,11140,0-2954-3455,0-2591-7891,www.kumwell.com
KUN,?????? ?????? ??????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 819 ??????? 7 ??????????? ?????????????? ???????,11110,0-2834-4938-40,0-2834-4954,www.kunalai.co.th
KWC,?????? ??????????? ????? (?????),SET,??????,??????????????????,185 ?????????????? ???????????? ?????????????? ?????????????,10140,"0-2427-0963, 0-2427-3374, 0-2871-3191-5",0-2427-0964,http://www.kwc.co.th
KWI,?????? ??????????? ????? (?????),SET,?????????????,???????????????????????,?????? 43 ???????????? ???????? ???? 26 ?????????? ??????????? ??????? ?????????????,10120,0-2129-5999,0-2129-5998,www.kwiasia.com
KWM,?????? ??. ???????. ??????? ?????? ????? (?????),mai,????????????????,-,?????? 259/83 ??????????? 71 ???????????????? ???????? ?????????????,10110,0-2381-4999,0-2381-4998,www.kw-metalwork.com
KYE,?????? ?????????????? ????? (?????),SET,??????????????????,????????????????????????????,?????? 67 ???? 11 ?????????? ??.20 ??????????? ??????????? ???????????,10540,"0-2337-2900-15, 0-2337-2430-8",0-2337-2439-40,http://www.mitsubishi-kye.com
L&E,?????? ???????? ????? ??????????? ????? (?????),SET,??????????????????,????????????????????????????,"?????????????????? ???? 16-17, 539/2 ???????????? ????????? ?????????? ?????????????",10400,0-2248-8133,0-2248-8144,http://www.lighting.co.th
LALIN,?????? ???? ????????????? ????? (?????),SET,??????????????????????????,????????????????????,222/2 ?????????????? ??????????? ?????????? ?????????????,10240,"0-2732-1041-5, 0-2732-3810-9",0-2377-9656,www.lalinproperty.com
LANNA,?????? ??????????????? ????? (?????),SET,????????,?????????????????????,"????????????????? ???? 9, 888/99 ??????????? ??????????? ?????????? ?????????????",10330,0-2253-8080,0-2253-6822,www.lannar.com
LDC,?????? ??????? ??????? ????? (?????),mai,??????,-,?????? 395-395/1 ???????????? ???? 1 ??????? 5 ?????????????? ?????????????? ????????????????????? ???????????,10270,0-2743-8730,0-2758-6258,www.ldcdental.com
LEE,?????? ???????????????? ????? (?????),SET,???????????????????????,??????????????,"??????????????????????? ???? 28, 33/137 ?????????? ????????????? ????????? ?????????????",10500,0-2632-7300,0-2236-7751,www.leepattana.com
LEO,?????? ???? ?????? ?????????? ????? (?????),mai,??????,-,?????? 251-251/1 ???????? ????????? 3 ????????????? ???????????? ?????????????,10120,0-2079-9888,-,www.leogloballogistics.com
LH,?????????????????????? ????? (?????),SET,??????????????????????????,????????????????????,"?????????????? ??????? ???? 37-38, 1 ?????????? ?????????????? ??????? ?????????????",10120,0-2343-8900,0-2230-8130,www.lh.co.th
LHFG,?????? ??? ??? ???????????? ????? ????? (?????),SET,?????????????,??????,?????? 1 ???? 5 ?????????????? ??????? ?????????? ?????????????? ??????? ?????????????,10120,0-2359-0000,0-2677-7223,https://www.lhfg.co.th
LHHOTEL,???????????????????????????????????????????????? ??? ??? ?????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 1 ?????????????? ??????? ???? 14 ?????????? ?????????????? ??????? ?????????????,10120,0-2286-3484,0-2286-3585,www.lhfund.co.th
LHK,?????? ??????? ??????? ????? (?????),SET,????????????????,????? ??? ?????????????,?????? 66/1 ??????? 6 ????????????? 76 ????????????? ?????????? ?????????????? ???????????,10130,0-2463-0158,0-2463-7299,www.lohakit.co.th
LHRREIT,??????????????????????????????????????????????????? ????? ????? ?????? ?????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 1 ?????????????? ??????? ???? 14 ?????????? ?????????????? ??????? ?????????????,10120,0-2286-3484,0-2286-3585,-
LHSC,???????????????????????????????????????????????? ??? ??? ???????? ?????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 1 ?????????????? ??????? ???? 14 ?????????? ?????????????? ??????? ?????????????,10120,0-2286-3484,0-2286-3585,www.lhfund.co.th
LIT,?????? ??? ??? ????? (?????),mai,?????????????,-,?????? 1023 ???????????? ???? ???????? ???? 29 ????????? 3 ????????????? ?????????? ?????????????,10120,0-2163-4260,0-2163-4291-4,www.leaseit.co.th
LOXLEY,?????? ?????????? ????? (?????),SET,??????,???????,102 ??? ? ????? ??????????? ?????????? ?????????????,10110,0-2348-8000,0-2348-8001,www.loxley.co.th
LPH,?????? ????????? ???????? ????? (?????),SET,??????,????????,2699 ??????????? ???????????????????? ????????????? ?????????????,10310,"0-2530-2244, 0-2530-2388, 0-2530-2556-69",0-2539-8490,http://www.ladpraohospital.com
LPN,?????? ???.??.????.????????????? ????? (?????),SET,??????????????????????????,????????????????????,"???????????????????? ???? 36, 1168/109 ????????? 4 ?????????????? ??????? ?????????????",10120,"0-2285-5011-6, 0-2800-9009","0-2679-8699, 0-2285-5017",http://www.lpn.co.th
LRH,?????? ??????? ??????? ????? ?????? ????? (?????),SET,??????,?????????????????????????,"?????? 21/9, 21/31 ??? 21/33 ?????????? 1 ??????? 5 ??? 12 ?????????? ?????????????? ??????? ?????????????",10120,0-2677-4455,0-2285-0733,www.lagunaresorts.com
LST,?????? ?????? (?????????) ????? (?????),SET,???????????????????????,???????????????????,64 ????????-???? 25 ????????? ???????? ?????????????,10260,0-2361-8959-70,0-2361-8988-9,www.lamsoon.co.th
LTMH,?????? ???????????? ????? (?????),mai,??????,-,518/5 ??????????????????? ???? 7 ??????????? ??????????? ?????????? ?????????????,10330,0-2255-5868,-,www.ltmh.com
LTS,?????? ??????? ?????? ???????? ????? (?????),mai,??????????????????,-,1252/1 ??????? 5 ??????????? ??????????? ?????????? ?????????????,10250,0-2117-1553-4,-,https://www.lightuptotal.co.th/
LUXF,???????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,???? 9 ????? ????????? ?????? ???????? 944 ????????? 4 ??????????? ?????????? ?????????????,10330,0-2838-1800,0-2838-1808,https://www.eastspring.co.th/
M,?????? ?????? ?????????? ????? ????? (?????),SET,???????????????????????,???????????????????,?????? 1200 ?????????? ???????????? ???????? ?????????????,10260,0-2836-1000,0-2836-1099,www.mkrestaurant.com
MADAME,?????? ????? ??????????? ?????? (?????),SET,???????????????????????,???????????????????,?????? 60 ???? 2 ?????????????????? 19 ?????????????????? ???????????? ??????????? ?????????????,10230,0-2712-5487-88,0-2712-5750,www.glocon.co.th
MAGURO,?????? ??????? ????? ????? (?????),mai,???????????????????????,-,"1706/26 ?????????????? ?????? ?????????? 8, 9, 10, 11 ??????? 2 ????????? 6 ???????????? ?????????? ?????????????",10330,09-1923-5539,-,www.maguro.co.th
MAJOR,?????? ??????? ??????????? ????? ????? (?????),SET,??????,????????????????,"1839,1839/1,1839/6 ??????????? ?????????? ?????????? ?????????????",10900,0-2511-5427-36,0-2511-5220,http://www.majorcineplex.com
MALEE,?????? ????????? ????? (?????),SET,???????????????????????,???????????????????,401/1 ??????? 8 ??????????? ???????? ???????????? ????????,12130,0-2080-7899,0-2080-7800,www.maleegroup.com
MANRIN,?????? ?????????????? ????? (?????),SET,??????,?????????????????????????,662 ????????? 4 ?????????????? ????????? ?????????????,10500,"0-2238-0238, 08-3294-3045",0-2237-1620,www.mandarin-bkk.com
MASTEC,?????? ?????? ?????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 74 ????/??? ???????? 48 ??? ???????? ????/???? ???????? ?????/??? ???????? ?????????????,10230,0-2942-1433,0-2942-1320,https://www.massteclink.com/
MASTER,?????? ???????? ????? ????? (?????),SET,??????,????????,99/19 ?????????? ????????? ???????? ?????????????,10300,0-2241-3246,-,https://www.master-plc.com/th/home
MATCH,?????? ???????? ?????????? ???????? ????? (?????),SET,??????,????????????????,379 ??????????????? 19 ??????????????? ????????????? ?????????? ?????????????,10120,0-2669-4200-9,-,http://www.matchinggroup.com
MATI,?????? ????? ????? (?????),SET,??????,????????????????,12 ???????????????????? 1 ?????????????? ?????????? ?????????? ?????????????,10900,0-2589-0020,0-2589-7049,www.matichon.co.th
MBAX,?????? ?????????? ????? (?????),mai,????????????????,-,211 ??????? 3 ????????????? ???????????? ??????,20230,038-491-725-9,038-492-485,www.multibax.com
MBK,?????? ???? ?? ?? ????? (?????),SET,??????????????????????????,????????????????????,"?????????????????????? ???? 8, 444 ???????? ??????????? ?????????? ?????????????",10330,0-2853-9000,0-2853-7000,www.mbkgroup.co.th
MC,?????? ????????? ????? (?????),SET,??????,???????,"448, 450 ?????????? ?????????? ????????? ?????????????",10250,0-2329-1051-6,0-2727-7287,www.mcgroupnet.com
MCA,?????? ???????? ????????????? ?????? ????? (?????),mai,??????,-,?????? 51/859 ???????????? 34 ????????????? ?????????? ?????????????,10230,0-2118-3999,0-2118-2406,www.marketconnectionsasia.com
M-CHAI,?????? ??????????????? ????? (?????),SET,??????,????????,927/43 ? ??????????? 1 ?????????? ?????????? ?????????,74000,0-3442-4990-4,0-3481-0782,http://www.mahachaihospital.com
MCOT,?????? ???? ????? (?????),SET,??????,????????????????,63/1 ????????? 9 ???????????? ??????????? ?????????????,10320,0-2201-6000,0-2245-1435,www.mcot.net
MCS,?????? ????.??.???.???? ????? (?????),SET,????????????????,????? ??? ?????????????,70 ???? 2 ???????????? ??????????? ???????????????,13290,"0-3537-2961-6, 08-9900-1217-8",0-3537-2967-8,www.mcssteel.com
MDX,?????? ???? ?? ?????? ????? (?????),SET,????????,?????????????????????,"???????????????????? ???? 12A, 199 ????????????? ??????????? ?????????? ?????????????",10110,0-2302-2300,0-2302-2400-1,http://www.mdx.co.th
MEB,?????? ??? ???????????? ????? (?????),mai,??????,-,99/27 ??????????????????? ??????? 8 ??????? 4 ???????????? ????????????? ????????????? ???????,11120,"0-2962-1698,0-2962-1699",-,www.meb.co.th
MEDEZE,?????? ????? ????? ????? (?????),SET,??????,????????,28/9 ???? 8 ?????????????? 4 ?????????????? ???????????? ??????,73220,0-9159-9999-99,0-2009-8889,https://www.medezegroup.com
MEGA,?????? ????? ???????????? ????? (?????),SET,??????,???????,120 ???? 11 ????? ??????? ???????? ???? 9 ??? ???? 10 ?. ?????-???? ????????? ???????? ?????????????,10260,0-2769-4222,0-2769-4244,www.megawecare.com
MENA,?????? ?????????????? ????? (?????),SET,??????,??????????????????,280/8 ??????? 9 ??????????? ???????????? ???????,18260,0-3620-0321,-,www.menatransport.co.th
META,?????? ???? ???????????? ????? (?????),mai,??????????????????????????,-,?????? 33/4 ??????? ???????? ???????? ?????? ?????? 9 ??????? 36 ????????? 9 ???????????? ??????????? ?????????????,10310,0-2013-7096-7,0-2013-7098,www.metacorporation.co.th
METCO,??????????????? ?????????? (?????????) ????? (?????),SET,?????????,??????????????????????,886 ???????????? ???????????? ??????????? ?????????????,10230,0-2518-1280,0-2518-1287,www.metco.co.th
MFC,???????????????????????????? ????????? ????? (?????),SET,?????????????,????????????????????,195 ???????? ??????? ???????? 4 ??????? 16-17 ???????? ??????????? ?????????? ?????????????,10330,0-2649-2000,"0-2649-2100,0-2649-2111",https://www.mfcfund.com
